Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1663994127.3256738,454,156701568,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994128.3245816,455,156705169,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994129.3250706,456,156708770,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994130.3255851,457,156712371,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994131.3252409,458,156715972,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994132.3243747,459,156719573,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994133.3251925,460,156723174,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994134.3253133,461,156726775,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994135.3268297,462,156730376,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994136.3426902,463,156733977,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994137.322379,464,156737578,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994138.3418295,465,156741179,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994139.325684,466,156744780,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994140.3239007,467,156748381,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994141.342475,468,156751982,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994142.3249536,469,156755583,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994143.3432877,470,156759184,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994144.3421736,471,156762785,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
