Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1663819656.4213927,19,146657705,979999989,GPS1_Frame,42.34334833333334,-71.10243333333332,34.6,326816.9518768226,4690039.670325211,19,T
1663819657.4140816,20,146661451,20000010,GPS1_Frame,42.343361666666674,-71.102415,33.4,326818.49871669826,4690041.113548848,19,T
1663819658.4149334,21,146664980,0,GPS1_Frame,42.343361666666674,-71.102415,33.4,326818.49871669826,4690041.113548848,19,T
1663819659.4153266,22,146668581,0,GPS1_Frame,42.343361666666674,-71.102415,33.4,326818.49871669826,4690041.113548848,19,T
1663819660.414928,23,146672109,979999989,GPS1_Frame,42.34337333333333,-71.10239833333334,32.3,326819.90368614614,4690042.37509672,19,T
1663819661.422342,24,146675783,0,GPS1_Frame,42.34338833333333,-71.10237666666666,31.7,326821.72968806187,4690043.996602261,19,T
1663819662.4196558,25,146679384,0,GPS1_Frame,42.34340333333333,-71.102345,30.9,326824.37944995286,4690045.597739521,19,T
1663819663.417438,26,146682985,0,GPS1_Frame,42.34340333333333,-71.102345,30.9,326824.37944995286,4690045.597739521,19,T
1663819664.4186118,27,146686586,0,GPS1_Frame,42.343424999999996,-71.10230666666668,30.1,326827.5966886276,4690047.92558267,19,T
1663819665.4169986,28,146690187,0,GPS1_Frame,42.34343333333334,-71.10228333333333,30.5,326829.54167662864,4690048.803411632,19,T
1663819666.4176307,29,146693788,0,GPS1_Frame,42.343441666666656,-71.10225000000001,29.6,326832.3104244359,4690049.660873301,19,T
1663819667.4166477,30,146697389,0,GPS1_Frame,42.34345333333334,-71.10223166666667,29.0,326833.8526830234,4690050.919029237,19,T
1663819668.4162219,31,146700990,0,GPS1_Frame,42.34345166666667,-71.10223666666668,29.1,326833.43622702354,4690050.744142089,19,T
1663819669.4349742,32,146704591,0,GPS1_Frame,42.34345333333334,-71.10223333333333,29.0,326833.71538966196,4690050.922423837,19,T
1663819670.4376812,33,146708192,0,GPS1_Frame,42.34345333333334,-71.10223333333333,29.0,326833.71538966196,4690050.922423837,19,T
1663819671.4133358,34,146711793,0,GPS1_Frame,42.34345333333334,-71.10223333333333,29.0,326833.71538966196,4690050.922423837,19,T
1663819672.4210987,35,146715394,0,GPS1_Frame,42.34345333333334,-71.10223333333333,29.0,326833.71538966196,4690050.922423837,19,T
1663819673.4132054,36,146718995,0,GPS1_Frame,42.34345333333334,-71.10223333333333,29.0,326833.71538966196,4690050.922423837,19,T
1663819674.413352,37,146722596,0,GPS1_Frame,42.34345666666667,-71.102235,28.9,326833.587248131,4690051.295960348,19,T
